51300071746,gbg,3,138
51300095157,fgf,15,119
51300119250,bdg,112,261
51300120687,ead,150,163
51300132121,gdb,41,257
51300161360,gfb,78,29
51300166181,abe,291,7
51300171619,eae,254,106
51300178777,bef,253,212
51300186283,efd,223,235
51300203363,ege,110,167
51300248017,fga,43,140
51300265927,add,226,263
51300295250,cag,44,104
51300299534,cgd,267,26
51300330656,bce,261,41
51300333211,gee,158,128
51300347529,gea,258,270
51300367792,aeg,248,125
51300387454,acf,56,64
51300391693,dgf,161,93
51300394555,cfg,139,226
51300395783,agg,270,112
51300417897,cef,239,20
51300427217,gdf,107,208
51300442168,fec,230,56
51300471013,aae,186,50
51300500299,dde,62,238
51300514304,bdb,227,21
51300537843,ddg,160,9
51300557612,bfe,136,28
51300607390,acc,204,272
51300625934,fcc,196,79
51300629339,cag,240,91
51300728085,dae,289,215
51300753281,ggf,131,251
51300761039,ceg,161,113
51300773211,geg,274,63
51300790583,dgc,37,53
51300804543,gbg,111,129
51300910049,daa,129,289
51300933296,gee,21,148
51300957938,cea,220,246
51300986902,cff,119,7
51300993553,cgd,18,30
51300996371,cec,17,174
51300997239,cag,48,104
51301027714,ccf,208,190
51301079401,dcc,84,34
51301080470,bgc,285,255
51301144452,bde,128,32
51301145642,dcg,92,23
51301154143,fef,254,264
51301236257,dbc,70,192
51301240266,cea,194,218
51301246332,bdd,40,102
51301322826,gga,234,299
51301342070,gbb,53,13
51301374158,fda,154,221
51301433834,bff,197,192
51301444328,agc,220,293
51301470947,bdc,38,162
51301478989,ddc,294,265
51301483181,cdg,82,81
51301496081,afb,96,299
51301511112,cef,90,22
51301533378,abb,295,70
51301553665,ebg,10,65
51301559009,egd,174,148
51301574634,egc,207,201
51301577749,eee,233,187
51301613413,gee,186,136
51301630231,gfa,236,148
51301642447,afd,213,48
51301663049,fbb,13,217
51301716334,cde,82,239
51301728590,cbd,106,18
51301734407,gde,153,171
51301832291,abe,118,5
51301859374,dac,14,283
51301861245,fdd,294,146
51301881411,bdb,122,18
51301886533,cad,264,263
51301938121,agf,246,171
51301939300,adf,7,191
51301958419,aac,276,25
51301963960,ace,55,196
51301968805,ade,227,102
51301998905,ffb,293,110
51302006203,fcd,55,125
51302056262,egg,293,212
51302067181,fgc,282,167
51302130501,cfg,174,264
51302143263,cag,96,107
51302161802,aef,52,270
51302171323,ccc,23,175
51302207091,egf,243,146
51302208826,aag,267,173
51302217192,edf,47,133
51302256995,acf,239,62
51302267119,eea,138,155
51302269052,fbd,230,107
51302303568,cce,242,29
51302359009,bbf,128,202
51302368751,dbb,22,8
51302407184,acf,179,55
51302419132,cgb,242,70
51302421371,ggb,44,46
51302436332,cbb,48,174
51302477164,fee,138,256
51302564775,gbg,201,125
51302577481,bfd,211,98
51302578165,gce,266,247
51302584040,gdc,87,96
51302609271,gfg,98,255
51302622702,beg,267,125
51302623221,aba,254,149
51302650417,fgb,190,207
51302697728,bcd,25,121
51302708428,ada,131,41
51302714158,deb,247,268
51302734302,dcb,6,200
51302789898,gbd,151,296
51302792513,bdg,75,227
51302830889,cef,289,21
51302865556,fgd,288,150
51302874791,efb,42,138
51302905877,bdc,221,174
51302918624,ccf,41,191
51302927031,bgf,145,142
51302930550,fce,289,141
51302945733,fdc,238,121
51302968686,agf,218,203
51302976300,dfa,80,251
51302978908,dff,263,52
51302982844,egg,34,243
51302983120,ffc,133,221
51303001216,dbe,245,170
51303003693,agg,239,113
51303034560,dgb,13,196
51303086056,fge,4,19
51303096469,dfa,64,298
51303134964,fdg,50,220
51303135598,bbg,226,48
51303137604,fce,123,128
51303174416,dge,123,198
51303178798,fbg,225,164
51303208178,dgc,168,59
51303226380,fcd,158,140
51303247333,bee,95,32
51303248980,bdc,277,184
51303256135,gaa,200,53
51303261508,dfg,60,140
51303280977,bcg,128,173
51303372516,ffe,212,71
51303373645,bgf,121,130
51303413092,bgg,113,56
51303413117,acd,270,42
51303415093,ebd,207,135
51303435495,abg,208,246
51303440666,fge,150,22
51303451654,fcb,219,177
51303456414,gag,55,32
51303476923,efd,131,274
51303499346,aed,119,121
51303533945,fda,150,181
51303539060,ccd,250,96
51303541626,cfg,35,311
51303558631,aab,280,125
51303560104,dba,190,251
51303562998,agb,202,137
51303583795,ffb,153,123
51303601874,ceg,71,91
51303612596,ead,245,161
51303621811,daf,251,152
51303636610,adf,208,217
51303653785,cfa,81,224
51303677131,dgb,165,170
51303776631,gfc,238,137
51303799862,gcd,196,42
51303811249,efd,134,309
51303822549,eec,32,102
51303837784,dff,42,61
51303859945,bfg,48,160
51303880438,dgc,19,53
51303882905,fgd,194,142
51303893348,bdb,157,17
51303895555,bbd,149,226
51303930382,age,58,84
51303972867,dcc,235,36
51304000469,fcf,209,82
51304008663,dee,39,226
51304021601,dad,185,15
51304026564,eba,261,117
51304063649,dce,39,221
51304064869,bbb,10,103
51304076158,dce,91,254
51304088757,gec,48,295
51304113232,eeg,35,213
51304156263,beb,111,123
51304169482,dde,4,261
51304212511,aeg,248,117
51304221229,aae,27,50
51304230448,bbc,103,240
51304244268,bgc,223,219
51304253255,gge,123,262
51304254265,ebg,111,77
51304259780,afc,171,254
51304293085,gfa,258,161
51304301302,fab,8,128
51304313940,def,267,253
51304318338,ddb,46,232
51304337369,bdd,4,113
51304344997,bbe,147,150
51304345660,dee,113,223
51304358922,fae,92,247
51304406711,eca,195,136
51304436070,gcb,64,203
51304439693,cea,1,222
51304458842,bfc,188,298
51304485054,gcg,292,21
51304494603,ace,149,192
51304512669,aga,145,204
51304522399,ece,184,35
51304571223,gcc,136,71
51304585746,dgd,17,60
51304593965,ffg,66,78
51304622547,egb,103,253
51304629760,cgf,148,234
51304645509,fdb,272,222
51304662153,daa,105,234
51304712730,fgg,132,225
51304747817,fgb,141,182
51304749748,gag,117,31
51304752591,fba,88,259
51304760877,gbf,233,195
51304770387,cbc,51,255
51304788637,dbf,6,157
51304793540,ada,27,33
51304798172,bge,292,276
51304807852,dag,227,196
51304850452,gbb,254,11
51304877471,gfg,25,293
51304887929,ead,181,152
51304915118,aag,48,138
51304916064,bae,191,78
51304922928,gcf,264,148
51304982476,aba,16,171
51304998557,bde,231,29
51305006654,deb,57,284
51305020182,dcb,207,162
51305021615,gba,53,86
51305042595,gdb,10,264
51305046352,eaa,134,297
51305047246,gga,142,331
51305102065,gff,101,53
51305155565,egc,73,162
51305160507,gda,112,76
51305178359,ceb,268,168
51305179408,fae,278,284
51305201060,gad,155,111
51305206236,acb,55,64
51305257351,gfd,245,148
51305264466,cdb,280,284
51305293637,bdb,19,16
51305293710,eca,133,146
51305299536,fdc,176,117
51305302254,ccf,188,189
51305331379,cgb,116,77
51305362728,dgd,80,58
51305367853,cfc,289,125
51305403744,ggd,12,266
51305409780,fcc,17,69
51305442023,beg,135,100
51305496351,fef,79,279
51305521797,efg,203,144
51305542388,eef,299,224
51305545237,ecb,93,93
51305547484,bcc,231,130
51305564827,bgb,1,237
51305599448,ecc,190,41
51305627311,ffd,29,202
51305632654,bde,149,33
51305637543,dca,11,190
51305649960,agg,298,124
51305662361,bbf,281,204
51305694076,bea,107,40
51305725284,egf,50,153
51305742978,fff,99,263
51305744802,ecf,52,182
51305748192,fbf,127,14
51305804610,ccb,4,225
51305823126,fcb,227,166
51305835223,dcc,104,37
51305867594,cff,274,5
51305872255,bgd,138,226
51305876637,aab,148,115
51305881425,feb,135,125
51305888522,dce,143,251
51305895142,beb,263,127
51305935595,ecc,121,38
51305942974,eab,266,190
51305974531,ddf,105,289
51305977243,ccf,219,183
51305998570,bcd,153,130
51306029969,gbd,131,331
51306045286,ggb,55,46
51306059690,cff,109,5
51306069788,cgg,50,171
51306081697,cdd,29,17
51306092190,dbb,263,8
51306095352,acc,263,277
51306139716,bbd,52,216
51306166478,fac,210,275
51306167573,eae,295,107
51306170111,ffb,145,109
51306181267,ggg,160,14
51306185833,fbg,42,191
51306189554,cdb,37,238
51306196215,bec,116,114
51306205741,gab,188,273
51306217053,dbg,212,212
51306221173,adb,44,13
51306228743,bgg,105,62
51306231195,eef,224,181
51306232254,bgb,97,246
51306239605,eea,154,125
51306274467,bef,63,235
51306348178,gdf,271,183
51306358462,gfe,103,146
51306360434,gae,166,251
51306364739,eff,12,17
51306369367,bdc,144,217
51306394537,dbe,269,151
51306430288,dbg,50,214
51306434099,ccb,283,263
51306448116,gcd,13,41
51306453570,bag,260,88
51306477211,bfa,19,47
51306498975,bda,150,173
51306506031,adc,293,28
51306516560,fga,231,155
51306520770,cga,272,235
51306534407,dce,246,210
51306547505,gcd,253,37
51306559334,dcd,274,42
51306633144,dbe,227,160
51306661834,fdf,41,247
51306671733,fgb,256,211
51306688052,fgg,55,256
51306711746,adc,39,31
51306726966,gea,152,267
51306736219,dba,168,291
51306749059,efa,72,47
51306759854,ggf,88,296
51306761934,cfg,264,338
51306770466,cbf,156,206
51306778158,cba,170,202
51306793685,efc,50,109
51306798014,ecg,262,13
51306800757,dbe,54,166
51306807683,eef,96,157
51306818254,dbg,105,222
51306858382,agf,258,215
51306864079,edd,191,224
51306874327,bab,108,11
51306889783,dec,9,206
51306912022,bgc,287,216
51306931398,cdf,248,200
51306945087,ebg,66,67
51306949710,ffb,82,127
51306957928,gfc,89,157
51306959202,gbc,146,171
51307001667,fbe,4,274
51307013690,afa,76,97
51307038897,feb,258,132
51307100624,cbd,178,19
51307150777,aeb,107,246
51307156266,ecc,176,40
51307157268,ebe,298,137
51307160880,caf,39,120
51307181803,bbc,33,235
51307233424,efb,224,117
51307248241,dab,56,64
51307260196,afe,185,93
51307262955,fed,215,104
51307303375,cdd,240,14
51307316000,gdb,234,293
51307322713,cae,227,273
51307334191,cgb,195,87
51307359908,cbf,267,170
51307364923,cge,22,220
51307365209,bga,104,119
51307370047,bed,173,295
51307400528,efe,48,180
51307403734,cfb,87,22
51307427414,bca,155,267
51307482988,aee,183,199
51307484062,cfa,101,244
51307496617,cgg,127,143
51307497487,cfe,59,241
51307499647,bdb,32,14
51307519367,acd,74,41
51307532992,gac,2,164
51307537574,bcb,6,270
51307597039,caa,201,146
51307597596,gef,244,131
51307608899,afb,270,299
51307618573,eee,143,192
51307664537,eeb,104,82
51307687001,baf,165,239
51307687283,abg,29,290
51307688397,dbc,212,205
51307692384,add,199,284
51307722747,gda,219,60
51307724670,dfe,76,259
51307736556,abc,195,41
51307736903,eea,52,113
51307762652,gbg,213,142
51307780731,ecb,23,87
51307787071,ebd,207,148
51307791914,gbe,89,211
51307792054,gee,276,140
51307818279,cgf,33,250
51307831709,cbe,272,293
51307836903,abf,161,220
51307852199,gaf,201,280
51307859818,bec,199,98
51307886664,geg,283,61
51307889239,afg,101,259
51307894926,aec,158,224
51307895967,acf,3,52
51307913660,agg,181,124
51307918822,fbc,169,127
51307949015,fbf,2,11
51307950538,eaa,224,252
51307958630,dcf,57,148
51307962307,gdf,272,195
51307973638,fag,205,158
51308010179,adg,66,215
51308018205,dee,7,245
51308035975,bcb,277,229
51308039320,dce,164,191
51308057043,fbf,173,11
51308062111,ecb,124,93
51308087458,eeg,180,178
51308096636,edb,269,93
51308142551,dda,181,152
51308185669,acd,186,36
51308189113,ddd,283,258
51308202174,feg,256,231
51308207441,cge,260,187
51308212256,eec,166,114
51308213156,eda,29,202
51308219071,ece,230,32
51308222759,dad,246,13
51308277106,ced,256,44
51308302494,ecd,277,295
51308311847,ded,192,154
51308319873,fgc,286,168
51308327676,eef,11,150
51308332242,fcd,16,121
51308340917,cgb,97,89
51308356040,bba,115,97
51308384904,dfd,14,22
51308386520,ege,193,192
51308399232,dae,17,221
51308414058,ccc,66,169
51308422834,fbd,29,121
51308444638,ebc,258,81
51308457465,feg,229,251
51308457884,ade,89,121
51308473913,eed,53,145
51308475009,ebd,249,161
51308488400,abd,185,174
51308491408,cdc,212,16
51308499003,agd,91,230
51308501415,geb,262,158
51308515380,fce,42,138
51308524030,ega,81,252
51308535504,ccg,8,119
51308538440,dgf,76,86
51308542630,edc,287,7
51308606293,efe,97,185
51308606511,ffa,278,9
51308610019,ace,249,222
51308619610,bbb,34,111
51308619716,eba,239,114
51308624317,fgg,178,230
51308631412,bcf,207,87
51308632654,aaf,169,214
51308645971,daa,71,203
51308646310,cfd,39,213
51308648852,deg,66,288
51308654557,beb,144,121
51308657352,cac,20,262
51308661351,dfa,144,271
51308672521,bdf,130,197
51308680690,fef,277,326
51308696423,bfd,166,83
51308719718,cab,4,84
51308723687,cfa,281,248
51308740548,bce,250,43
51308741248,eac,204,44
51308762157,eed,143,155
51308807378,age,114,98
51308821554,cab,108,68
51308833402,dgg,145,231
51308838776,cca,262,122
51308858862,dgf,63,96
51308884516,cfg,297,385
51308887971,dgc,20,58
51308891716,cgc,183,197
51308917828,ccd,32,93
51308921104,gac,235,183
51308922528,gdd,191,104
51308955668,ged,119,169
51308971050,cda,249,9
51308975644,fda,92,175
51308979795,aga,72,191
51308980809,ead,158,144
51308984113,cbf,5,178
51308984689,edg,41,88
51308999815,eag,10,253
51309008077,aac,134,28
51309018247,abe,239,5
51309021947,dbd,56,132
51309023342,dac,230,297
51309055768,ebf,7,214
51309065808,bda,259,147
51309098060,gce,33,239
51309104841,fea,281,12
51309120317,fac,18,250
51309120523,dcf,265,170
51309124604,aaa,265,203
51309129758,geb,88,181
51309134434,gaf,267,324
51309136157,cfd,184,225
51309148439,ffd,153,163
51309151757,eaf,212,201
51309179700,bee,201,34
51309214824,bfe,70,24
51309215157,dfc,157,63
51309232247,eeg,194,197
51309233625,ddc,44,222
51309240541,abb,259,79
51309240765,dcg,257,21
51309259424,beg,140,93
51309278005,agg,125,109
51309287563,gbf,143,210
51309302342,aca,196,221
51309308323,eef,249,165
51309331901,dba,5,232
51309355660,fde,200,148
51309363190,gca,40,231
51309383635,agb,3,123
51309385720,fag,154,181
51309389859,faa,208,249
51309393694,cca,164,106
51309484861,fgf,119,122
51309488943,acg,283,129
51309492410,bfb,9,275
51309502072,cfg,275,458
51309510672,cee,115,296
51309521471,dea,92,77
51309522328,dga,106,296
51309568637,ffe,156,84
51309570770,eag,235,220
51309580094,baa,74,59
51309589973,fee,26,286
51309603922,gfb,232,23
51309608983,fad,70,258
51309610193,bad,165,78
51309629246,dde,258,307
51309631151,gdg,102,75
51309633528,fbb,200,219
51309639233,fbe,34,232
51309640746,abc,281,44
51309670745,cce,95,23
51309675545,ggb,35,47
51309688641,gde,95,141
51309694370,fec,163,47
51309696918,faf,183,248
51309705860,aea,134,154
51309708595,dfb,282,110
51309714199,gba,259,84
51309722224,aad,72,7
51309732325,baf,238,282
51309735041,eed,269,141
51309751533,ggf,5,337
51309774655,ffd,130,153
51309780417,efa,92,48
51309810580,gdd,193,100
51309815630,afb,235,260
51309819522,fcg,151,248
51309820625,bff,197,167
51309823256,gdd,231,119
51309834920,fbg,236,158
51309843933,ggc,78,88
51309853478,dfg,203,166
51309876648,cbg,292,76
51309890580,bde,220,29
51309899485,fca,188,62
51309909816,ebb,63,139
51309910510,aff,63,272
51309920012,ffb,110,113
51309947895,edf,74,130
51309956149,bac,297,71
51309969666,ddg,127,7
51309981641,acd,50,31
51309985042,fcf,189,95
51309985688,dcf,182,187
51309988808,fcb,268,154
51309997951,ede,280,288
51310026987,dcg,25,24
51310066307,gdd,294,102
51310097495,cdd,156,16
51310152988,gbb,46,12
51310178348,ada,181,31
51310186168,fea,273,11
51310200467,gfa,158,128
51310210245,bae,262,90
51310212761,bcc,10,153
51310220283,eca,48,135
51310246195,ecg,215,13
51310255035,dbb,284,9
51310269526,cgd,190,29
51310272506,fbf,53,12
51310304354,gcc,278,58
51310321856,afd,208,41
51310328126,aed,126,102
51310360513,gaa,3,48
51310374282,cbd,158,21
51310436243,acd,7,30
51310465918,agc,27,325
51310486221,fdf,223,264
51310537414,bfg,101,153
51310542252,cec,57,161
51310552862,add,210,309
51310563027,cag,38,110
51310567742,fdb,103,202
51310568135,bgd,261,221
51310588969,edc,233,8
51310603377,ffg,36,78
51310650299,efc,50,97
51310652644,ggg,47,12
51310678527,dad,97,14
51310683524,ddc,241,264
51310688468,bbb,113,117
51310689139,fga,28,159
51310689705,gcd,193,31
51310741083,cdg,203,68
51310751301,adc,118,27
51310756910,aag,164,158
51310778045,gfc,14,182
51310778973,deb,153,312
51310789240,egd,6,173
51310818804,aef,224,318
51310844945,edg,167,98
51310887615,dcd,138,35
51310896583,fdd,21,128
51310898234,ggd,204,271
51310920215,gda,297,61
51310942289,adb,75,11
51310946514,ecb,170,98
51310969605,afg,155,271
51310981004,bbg,214,52
51310993106,bgf,155,107
51310999359,fce,246,164
51311014418,gcb,114,205
51311026605,deb,133,358
51311033495,dge,213,190
51311042584,dbf,52,167
51311097043,ccb,267,260
51311101525,aae,86,41
51311164887,acb,215,55
51311188875,cde,230,231
51311195375,dab,122,63
51311215723,fbc,180,118
51311221822,fda,219,189
51311224600,ceg,192,75
51311234773,abb,20,88
51311244716,gcf,290,133
51311246843,aab,192,136
51311259794,aeg,145,127
51311266456,fge,60,17
51311291963,agf,37,238
51311310132,aec,298,190
51311313033,cbc,139,211
51311315663,edg,239,112
51311317032,cge,226,201
51311329417,dcb,279,171
51311370086,bag,257,74
51311371276,gff,239,47
51311405249,bdb,252,15
51311440757,dgg,41,212
51311460781,bac,166,78
51311465930,cdd,44,12
51311484049,fad,4,219
51311519681,fba,114,271
51311560647,bfa,155,37
51311591979,dbb,76,8
51311601424,ffc,101,196
51311609090,gdc,127,86
51311627504,gag,160,36
51311644743,aga,156,208
51311689138,cad,277,241
51311692588,gfb,167,26
51311718165,cdc,148,14
51311727895,dgd,114,54
51311758106,fae,275,227
51311781486,efg,212,151
51311792767,bdg,289,249
51311797055,dca,218,201
51311808673,bde,3,28
51311809742,gaf,125,362
51311846959,dfa,152,265
51311851651,bdf,296,228
51311874602,ace,151,219
51311886266,eed,7,160
51311896943,bfb,154,275
51311911541,adf,106,193
51311951610,ccf,290,157
51311955003,cbb,265,191
51311973718,gad,60,108
51311981553,geg,126,66
51311987027,ccd,124,85
51311991027,bfd,166,90
51312004455,gcf,56,150
51312008177,bbb,222,131
51312015733,bge,68,328
51312019915,bcg,137,174
51312033843,cea,275,257
51312057696,egf,102,156
51312062093,fab,112,133
51312073501,dfe,206,261
51312080175,efd,171,247
51312095041,gfd,124,164
51312128172,ebd,209,146
51312180577,eed,177,134
51312199330,ega,209,264
51312237355,ecf,183,191
51312250831,fea,39,9
51312286621,gdg,254,84
51312288947,fdc,208,136
51312318591,gfg,56,345
51312368179,egg,98,225
51312372161,adg,118,210
51312376107,feb,270,137
51312450039,fcd,21,111
51312460820,cef,160,24
51312475024,egc,133,131
51312478057,aff,232,288
51312490211,dbc,226,221
51312532903,fdb,176,171
51312534919,bdd,43,131
51312552930,ceg,266,73
51312591188,ddf,173,274
51312595701,fdg,136,252
51312606801,cga,176,204
51312611813,bbe,194,136
51312636910,daf,292,159
51312641915,agf,213,276
51312698303,bfb,37,294
51312707219,fff,70,268
51312710446,efc,296,89
